django.utils.autoreload INFO 2025-02-21 19:38:51,507 autoreload 20648 692 Watching for file changes with StatReloader
django.utils.autoreload DEBUG 2025-02-21 19:38:52,806 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1739764107.6183488
django.utils.autoreload DEBUG 2025-02-21 19:38:52,807 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\uuid.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,807 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\loader_tags.py first seen with mtime 1739764112.3414621
django.utils.autoreload DEBUG 2025-02-21 19:38:52,807 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\ast.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,807 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1739764102.446916
django.utils.autoreload DEBUG 2025-02-21 19:38:52,807 autoreload 20648 692 File F:\python\advocatediary\advocatediary\scheduler\__init__.py first seen with mtime 1738476638.2138848
django.utils.autoreload DEBUG 2025-02-21 19:38:52,807 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\utils.py first seen with mtime 1739764112.189451
django.utils.autoreload DEBUG 2025-02-21 19:38:52,807 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\gettext.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,808 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\servers\basehttp.py first seen with mtime 1739764112.1844583
django.utils.autoreload DEBUG 2025-02-21 19:38:52,808 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\caches.py first seen with mtime 1739764111.8669436
django.utils.autoreload DEBUG 2025-02-21 19:38:52,808 autoreload 20648 692 File F:\python\env\Lib\site-packages\asgiref\local.py first seen with mtime 1739764105.913916
django.utils.autoreload DEBUG 2025-02-21 19:38:52,808 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\apps\__init__.py first seen with mtime 1739764107.2927585
django.utils.autoreload DEBUG 2025-02-21 19:38:52,808 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\sessions\backends\base.py first seen with mtime 1739764110.2936258
django.utils.autoreload DEBUG 2025-02-21 19:38:52,808 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\ssltransport.py first seen with mtime 1739855743.9240856
django.utils.autoreload DEBUG 2025-02-21 19:38:52,808 autoreload 20648 692 File F:\python\env\Lib\site-packages\tzlocal\utils.py first seen with mtime 1740112938.0780568
django.utils.autoreload DEBUG 2025-02-21 19:38:52,809 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\request.py first seen with mtime 1739764224.8499112
django.utils.autoreload DEBUG 2025-02-21 19:38:52,809 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\uploadhandler.py first seen with mtime 1739764111.905749
django.utils.autoreload DEBUG 2025-02-21 19:38:52,809 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\version.py first seen with mtime 1739764112.3850598
django.utils.autoreload DEBUG 2025-02-21 19:38:52,809 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\dataclasses.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,809 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1739764112.3690472
django.utils.autoreload DEBUG 2025-02-21 19:38:52,809 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\sqlite3\introspection.py first seen with mtime 1739764112.2222552
django.utils.autoreload DEBUG 2025-02-21 19:38:52,809 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1739764108.0575898
django.utils.autoreload DEBUG 2025-02-21 19:38:52,809 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\filters\aligned_indent.py first seen with mtime 1739764102.4479148
django.utils.autoreload DEBUG 2025-02-21 19:38:52,810 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\base\schema.py first seen with mtime 1739764112.1957598
django.utils.autoreload DEBUG 2025-02-21 19:38:52,810 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\encoders.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,810 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1739764108.0585847
django.utils.autoreload DEBUG 2025-02-21 19:38:52,810 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\events.py first seen with mtime 1740112938.2508225
django.utils.autoreload DEBUG 2025-02-21 19:38:52,810 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\bisect.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,810 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\version.py first seen with mtime 1739855756.357507
django.utils.autoreload DEBUG 2025-02-21 19:38:52,810 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\hashers.py first seen with mtime 1739764108.2584743
django.utils.autoreload DEBUG 2025-02-21 19:38:52,811 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1739764112.1937666
django.utils.autoreload DEBUG 2025-02-21 19:38:52,811 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\apps.py first seen with mtime 1739764107.6163502
django.utils.autoreload DEBUG 2025-02-21 19:38:52,811 autoreload 20648 692 File F:\python\advocatediary\v1\__init__.py first seen with mtime 1738476638.567897
django.utils.autoreload DEBUG 2025-02-21 19:38:52,811 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1739764110.2891214
django.utils.autoreload DEBUG 2025-02-21 19:38:52,811 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\signals.py first seen with mtime 1739764112.24828
django.utils.autoreload DEBUG 2025-02-21 19:38:52,811 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\duration.py first seen with mtime 1739764112.3720405
django.utils.autoreload DEBUG 2025-02-21 19:38:52,811 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\numberformat.py first seen with mtime 1739764112.380556
django.utils.autoreload DEBUG 2025-02-21 19:38:52,811 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\iterators.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,812 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\metadata\_itertools.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,812 autoreload 20648 692 File F:\python\advocatediary\v1\models.py first seen with mtime 1739094164.9837582
django.utils.autoreload DEBUG 2025-02-21 19:38:52,812 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\renderers.py first seen with mtime 1739764224.8489134
django.utils.autoreload DEBUG 2025-02-21 19:38:52,812 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\http\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,812 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\forms\models.py first seen with mtime 1739764112.2718053
django.utils.autoreload DEBUG 2025-02-21 19:38:52,812 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\_encoded_words.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,812 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\contrib\__init__.py first seen with mtime 1739855743.9059677
django.utils.autoreload DEBUG 2025-02-21 19:38:52,813 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1739764108.460484
django.utils.autoreload DEBUG 2025-02-21 19:38:52,813 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\mail\utils.py first seen with mtime 1739764112.1503773
django.utils.autoreload DEBUG 2025-02-21 19:38:52,813 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\sessions.py first seen with mtime 1739855756.962719
django.utils.autoreload DEBUG 2025-02-21 19:38:52,813 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\_colorize.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,813 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\cache\utils.py first seen with mtime 1739764111.8258877
django.utils.autoreload DEBUG 2025-02-21 19:38:52,813 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\models.py first seen with mtime 1739855756.9607244
django.utils.autoreload DEBUG 2025-02-21 19:38:52,813 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\exceptions.py first seen with mtime 1739764224.8419154
django.utils.autoreload DEBUG 2025-02-21 19:38:52,813 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\_internal_utils.py first seen with mtime 1739855756.9502194
django.utils.autoreload DEBUG 2025-02-21 19:38:52,814 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\__init__.py first seen with mtime 1739764111.851919
django.utils.autoreload DEBUG 2025-02-21 19:38:52,814 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\trsock.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,814 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\management\__init__.py first seen with mtime 1739764108.836253
django.utils.autoreload DEBUG 2025-02-21 19:38:52,814 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\hashlib.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,814 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_zoneinfo.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,814 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\events.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,815 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1739764112.2592876
django.utils.autoreload DEBUG 2025-02-21 19:38:52,815 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\messages\storage\base.py first seen with mtime 1739764109.9611306
django.utils.autoreload DEBUG 2025-02-21 19:38:52,815 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\sqlite3\client.py first seen with mtime 1739764112.2202587
django.utils.autoreload DEBUG 2025-02-21 19:38:52,815 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1739764108.0560787
django.utils.autoreload DEBUG 2025-02-21 19:38:52,815 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\windows_utils.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,815 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\generic\detail.py first seen with mtime 1739764112.399555
django.utils.autoreload DEBUG 2025-02-21 19:38:52,815 autoreload 20648 692 File F:\python\advocatediary\advocatediary\settings.py first seen with mtime 1740145872.9124587
django.utils.autoreload DEBUG 2025-02-21 19:38:52,815 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\pickle.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,816 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,816 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\aggregates.py first seen with mtime 1739764112.2382765
django.utils.autoreload DEBUG 2025-02-21 19:38:52,816 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\random.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,816 autoreload 20648 692 File F:\python\env\Lib\site-packages\tzlocal\windows_tz.py first seen with mtime 1740112938.080469
django.utils.autoreload DEBUG 2025-02-21 19:38:52,816 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\dispatch\dispatcher.py first seen with mtime 1739764112.2678082
django.utils.autoreload DEBUG 2025-02-21 19:38:52,816 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\generic\base.py first seen with mtime 1739764112.3985555
django.utils.autoreload DEBUG 2025-02-21 19:38:52,816 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\sqlite3\__init__.py first seen with mtime 1739764112.2180068
django.utils.autoreload DEBUG 2025-02-21 19:38:52,817 autoreload 20648 692 File F:\python\env\Lib\site-packages\tzlocal\__init__.py first seen with mtime 1740112938.0675428
django.utils.autoreload DEBUG 2025-02-21 19:38:52,817 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1739764102.4499145
django.utils.autoreload DEBUG 2025-02-21 19:38:52,817 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1739764112.3494682
django.utils.autoreload DEBUG 2025-02-21 19:38:52,817 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\executors\pool.py first seen with mtime 1740112938.2560792
django.utils.autoreload DEBUG 2025-02-21 19:38:52,817 autoreload 20648 692 File F:\python\env\Lib\site-packages\idna\__init__.py first seen with mtime 1739855756.0417628
django.utils.autoreload DEBUG 2025-02-21 19:38:52,817 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\__init__.py first seen with mtime 1739764103.5256517
django.utils.autoreload DEBUG 2025-02-21 19:38:52,817 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\__init__.py first seen with mtime 1739764107.615355
django.utils.autoreload DEBUG 2025-02-21 19:38:52,817 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\functions\mixins.py first seen with mtime 1739764112.2597983
django.utils.autoreload DEBUG 2025-02-21 19:38:52,818 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\numbers.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,818 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\schedulers\base.py first seen with mtime 1740112938.268609
django.utils.autoreload DEBUG 2025-02-21 19:38:52,818 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\constants.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,818 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\utils.py first seen with mtime 1739764112.186453
django.utils.autoreload DEBUG 2025-02-21 19:38:52,818 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\jobstores.py first seen with mtime 1740113078.004738
